title,author,description,url,isbn13,cover_image_uri,genre,text,cluster
The Secret History,donna tartt,"Truly deserving of the accolade Modern Classic, Donna Tartt's cult bestseller The Secret History is a remarkable achievement - both compelling and elegant, dramatic and playful.'A haunting, compelling and brilliant piece of fiction' The Times'So irresistible and seductive it's almost a guilty pleasure' GuardianUnder the influence of their charismatic classics professor, a group of clever, eccentric misfits at an elite New England college discover a way of thinking and living that is a world away from the humdrum existence of their contemporaries. But when they go beyond the boundaries of normal morality their lives are changed profoundly and for ever.'Enthralling . . . image the plot of Dostoyevsky's Crime and Punishment crossed with the story of Euripides' Bacchae set against the backdrop of Bret Easton Ellis's The Rules of Attraction . . . forceful, cerebral and impeccably controlled . . . ferociously well-paced . . . remarkably powerful' The New York Times'Donna Tartt is an amazingly good writer. She's dense, she's allusive. She's a gorgeous storyteller' Stephen KingDonna Tartt was born in Greenwood, Mississippi, and is a graduate of Bennington College. She is the author of the novels The Secret History and The Little Friend, which have been translated into thirty languages, and The Goldfinch.",,9780140167771,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1560179641i/8737825.jpg,"'Classics', 'Contemporary', 'Literary Fiction', 'Mystery Thriller'], 'Mystery', 'Thriller', ['Fiction', nan","The Secret History. donna tartt. 'Classics', 'Contemporary', 'Literary Fiction', 'Mystery Thriller'], 'Mystery', 'Thriller', ['Fiction', nan. Truly deserving of the accolade Modern Classic, Donna Tartt's cult bestseller The Secret History is a remarkable achievement - both compelling and elegant, dramatic and playful.'A haunting, compelling and brilliant piece of fiction' The Times'So irresistible and seductive it's almost a guilty pleasure' GuardianUnder the influence of their charismatic classics professor, a group of clever, eccentric misfits at an elite New England college discover a way of thinking and living that is a world away from the humdrum existence of their contemporaries. But when they go beyond the boundaries of normal morality their lives are changed profoundly and for ever.'Enthralling . . . image the plot of Dostoyevsky's Crime and Punishment crossed with the story of Euripides' Bacchae set against the backdrop of Bret Easton Ellis's The Rules of Attraction . . . forceful, cerebral and impeccably controlled . . . ferociously well-paced . . . remarkably powerful' The New York Times'Donna Tartt is an amazingly good writer. She's dense, she's allusive. She's a gorgeous storyteller' Stephen KingDonna Tartt was born in Greenwood, Mississippi, and is a graduate of Bennington College. She is the author of the novels The Secret History and The Little Friend, which have been translated into thirty languages, and The Goldfinch.",0
"Eat, Pray, Love",elizabeth gilbert,"The Number One international bestseller, Eat, Pray Love is a journey around the world, a quest for spiritual enlightenment and a story for anyone who has battled with divorce, depression and heartbreak.",,9780747585664,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1503066414i/19501.jpg,"'Biography', 'Chick Lit', 'Memoir', 'Romance', 'Spirituality'], 'Travel', ['Nonfiction', nan","Eat, Pray, Love. elizabeth gilbert. 'Biography', 'Chick Lit', 'Memoir', 'Romance', 'Spirituality'], 'Travel', ['Nonfiction', nan. The Number One international bestseller, Eat, Pray Love is a journey around the world, a quest for spiritual enlightenment and a story for anyone who has battled with divorce, depression and heartbreak.",0
I'm Glad My Mom Died,jennette mccurdy,A memoir by American former actress and singer Jennette McCurdy about her career as a child actress and her difficult relationship with her abusive mother who died in 2013,,9781982185824,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1649286799i/59364173.jpg,"'Adult'], 'Audiobook', 'Autobiography', 'Biography', 'Memoir', 'Mental Health', ['Nonfiction', nan","I'm Glad My Mom Died. jennette mccurdy. 'Adult'], 'Audiobook', 'Autobiography', 'Biography', 'Memoir', 'Mental Health', ['Nonfiction', nan. A memoir by American former actress and singer Jennette McCurdy about her career as a child actress and her difficult relationship with her abusive mother who died in 2013",0
John Adams,david mccullough,"Profiles John Adams, an influential patriot during the American Revolution who became the nation's first vice president and second president.",,9781416575887,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1306787560i/1067.jpg,"'American History', 'American Revolution', 'Audiobook'], 'Historical', 'Nonfiction', 'War', ['History', nan","John Adams. david mccullough. 'American History', 'American Revolution', 'Audiobook'], 'Historical', 'Nonfiction', 'War', ['History', nan. Profiles John Adams, an influential patriot during the American Revolution who became the nation's first vice president and second president.",0
Crown of Midnight,sarah j. maas,"It puts this entire castle in jeopardy ... and the life of your friend.""",,9781619630628,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1555221560i/23766634.jpg,"'Fae', 'Fantasy Romance'], 'Fiction', 'New Adult', 'Romance', 'Young Adult', ['Fantasy', nan","Crown of Midnight. sarah j. maas. 'Fae', 'Fantasy Romance'], 'Fiction', 'New Adult', 'Romance', 'Young Adult', ['Fantasy', nan. It puts this entire castle in jeopardy ... and the life of your friend.""",3
The Complete Short Stories of Ernest Hemingway,ernest hemingway,THIS VOLUME COLLECTS ALL 71 OF HEMINGWAY'S SHORT STORIES AND INCLUDES A PAIR OF ELOQUENT TRIBUTES TO THE AUTHOR.,,9780020332008,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329189714i/2165.jpg,"'Adventure'], 'American', 'Fiction', 'Literature', 'Novels', 'School', ['Classics', nan","The Complete Short Stories of Ernest Hemingway. ernest hemingway. 'Adventure'], 'American', 'Fiction', 'Literature', 'Novels', 'School', ['Classics', nan. THIS VOLUME COLLECTS ALL 71 OF HEMINGWAY'S SHORT STORIES AND INCLUDES A PAIR OF ELOQUENT TRIBUTES TO THE AUTHOR.",0
The Princess Diaries,meg cabot,"Just in time for the Disney feature-film release comes the paperback edition of ""The Princess Diaries""--the story of a 14-year-old high school girl who discovers she's the crown princess of a European principality.",,9780380814022,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385321684i/23221.jpg,"'Chick Lit', 'Contemporary', 'Fiction', 'Realistic Fiction'], 'Romance', 'Teen', ['Young Adult', nan","The Princess Diaries. meg cabot. 'Chick Lit', 'Contemporary', 'Fiction', 'Realistic Fiction'], 'Romance', 'Teen', ['Young Adult', nan. Just in time for the Disney feature-film release comes the paperback edition of ""The Princess Diaries""--the story of a 14-year-old high school girl who discovers she's the crown princess of a European principality.",0
Ecstasy,irvine welsh,"A bestsellig romance author suffers a paralyzing stroke and her philandering husband wonders how this will affect his gambling and whoring budget; two young lovers must come to terms with their chemically induced deformity; Lloyd from Leith transfigures his passion for an unhappily married woman. These three tales confirm Irvine Welsh's position as a master of the ""chemical"" romance genre.",,9780393315813,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1375258001i/23955.jpg,"'Classics', 'Contemporary', 'Crime', 'Literature'], 'Novels', 'Scotland', ['Fiction', nan","Ecstasy. irvine welsh. 'Classics', 'Contemporary', 'Crime', 'Literature'], 'Novels', 'Scotland', ['Fiction', nan. A bestsellig romance author suffers a paralyzing stroke and her philandering husband wonders how this will affect his gambling and whoring budget; two young lovers must come to terms with their chemically induced deformity; Lloyd from Leith transfigures his passion for an unhappily married woman. These three tales confirm Irvine Welsh's position as a master of the ""chemical"" romance genre.",0
Dragonsong,anne mccaffrey,"Award-winning fantasy author Anne McCaffrey returns with her bestselling Harper Hall Trilogy, wonder-filled imaginative classics now available in digest format.",,9780689860089,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410942014i/28547.jpg,"'Adventure'], 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Science Fiction', 'Young Adult', ['Fantasy', nan","Dragonsong. anne mccaffrey. 'Adventure'], 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Science Fiction', 'Young Adult', ['Fantasy', nan. Award-winning fantasy author Anne McCaffrey returns with her bestselling Harper Hall Trilogy, wonder-filled imaginative classics now available in digest format.",3
Annihilation,jeff vandermeer,"Area X has claimed the lives of members of eleven expeditions. The twelfth expedition consisting of four women hopes to map the terrain and collect specimens; to record all their observations, scientific and otherwise, of their surroundings and of one another; and, above all, to avoid being contaminated by Area X itself.",,9780374104092,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390260432i/230852.jpg,"'Fiction', 'Horror', 'New Weird'], 'Science Fiction', 'Short Stories', 'Weird Fiction', ['Fantasy', nan","Annihilation. jeff vandermeer. 'Fiction', 'Horror', 'New Weird'], 'Science Fiction', 'Short Stories', 'Weird Fiction', ['Fantasy', nan. Area X has claimed the lives of members of eleven expeditions. The twelfth expedition consisting of four women hopes to map the terrain and collect specimens; to record all their observations, scientific and otherwise, of their surroundings and of one another; and, above all, to avoid being contaminated by Area X itself.",3
