title,author,description,categories,avg_rating,ratings_count,publisher,published_date,page_count,isbn10,isbn13
The Winemaker's Wife,kristen harmel,"If you love The Beekeeper's Promiseand The Tattooist of Auschwitzthen you'll adore this beautiful story of love, loss, hope and survival. East of Paris in the sun-drenched vineyards of northern France lies the famous champagne house Maison Chauveau. But behind the extravagant exterior of the grand house is a world of secrets. 1940: When young Ines married into the famed Chauveau family she dreamed of working alongside her husband and raising their beautiful children. But with German occupation comes a life of fear: for herself, for the husband who has joined the Resistance and for Celine, the Jewish wife of their chief vintner. As the Nazis march ever closer Ines will be faced with a terrible choice. 2019: Liv Kent has lost everything: her job, her husband and the family she thought they were building. Alone and adrift she leaps at the chance to join her eccentric grandmother on a trip to Champagne. But it's not long before past and present collide, and in a desperate search for the truth, Liv is led straight to the Maison Chauveau. What readers are saying about The Winemaker's Wife: 'A beautifully woven tale of love, betrayal and redemption' Goodreads reviewer, 5 stars 'This is a story of lovethrough generations, of the French Resistanceand families of blood and choice. Fabulous read!' Amazon reviewer, 5 stars 'A memorable book that weaves a heartbreaking, yet hopeful, tale. This book is fascinating and a must read!' Goodreads reviewer, 5 stars 'It is a story of love and betrayal. It's also a story of forgiveness... kept me intensely interesteduntil the very end' Amazon reviewer, 5 stars 'A deeply thoughtful historical fictionnovel, based on details of real-life Resistance activities that occurred in France during World War II' Gwendalynbooks.blog 'I would highly recommendThe Winemaker's Wifeto those who like historical fiction and women's fiction. A 5 star for me!' Stories Unfolded Blog 'This was a wonderfully twisty book... I definitely want to read more from this author' The Good, the Bad and the Unread",Fiction,,,,2021-04,336.0,1787394840,9781787394841
Someone to Honor,mary balogh,"Abigail Westcott must contend with the infuriating charms of Gilbert Bennington, the officer who has escorted her wounded brother, Harry, home from the Napoleonic wars.",Fiction,,,Berkley Books,2019,338.0,0593098102,9780593098103
Chaser,kylie scott,"Given his well-earned bad boy reputation, Eric is having a tough time scoring. When single Jean moves to town, she seems heaven sent by the sex gods. Only problem is, she not only wants nothing to do with him, but it turns out that she's pregnant. Starting over in a small town, Jean is determined to turn her wild lifestyle around and be the kind of mother she always wished she'd had. Since local bar owner and all round hottie, Eric Collins, is now determined to steer clear of her pregnant self, it should be easy. When she goes into labour during a snow storm and her car slides on some ice, it's Eric who comes to the rescue. There seems to be a bond between them now, but is it enough? And can Eric give up his manwhore ways to be the man Jean needs?",Fiction,,,St. Martin's Griffin,2018-04-17,285.0,1250083230,9781250083234
Chain of Gold,cassandra clare,,Brothers and sisters,,,,2019,,1406390224,9781406390223
Sweet Ache,k. bromberg,"The New York Times bestselling author of the Driven series turns up the heat when a sexy bet turns into so much more.... Hawkin Play, the bad boy rock star with a good guy heart, has lived a lifetime of cleaning up after his twin brother's mistakes. Hunter's most recent screwup could land Hawke in jail and risk the band's future. Hawke agrees to guest lecture at a local college to stay in the judge's good graces--and a bet with his bandmate to seduce his sexy teaching assistant is icing on the cake. Quinlan Westin is harder to bed than Hawke imagined. She knows his type and is determined to avoid the rocker at all costs--even if their attraction runs deeper than simple lust. Just as Hawke might finally be winning over the girl, his brother has other plans. When Hunter realizes his twin finally has a weakness, he'll stop at nothing to take advantage....",Fiction,,,Penguin,2015,402.0,0451473930,9780451473936
It Happened One Summer,tessa bailey,"Tessa Bailey is back with a Schitt's Creek-inspired rom-com about a Hollywood ""It Girl"" who's cut off from her wealthy family and exiled to a small Pacific Northwest beach town... where she butts heads with a surly, sexy local who thinks she doesn't belong. Piper Bellinger is fashionable, influential, and her reputation as a wild child means the paparazzi are constantly on her heels. When too much champagne and an out-of-control rooftop party lands Piper in the slammer, her stepfather decides enough is enough. So he cuts her off, and sends Piper and her sister to learn some responsibility running their late father's dive bar... in Washington. Piper hasn't even been in Westport for five minutes when she meets big, bearded sea captain Brendan, who thinks she won't last a week outside of Beverly Hills. So what if Piper can't do math, and the idea of sleeping in a shabby apartment with bunk beds gives her hives. How bad could it really be? She's determined to show her stepfather--and the hot, grumpy local--that she's more than a pretty face. Except it's a small town and everywhere she turns, she bumps into Brendan. The fun-loving socialite and the gruff fisherman are polar opposites, but there's an undeniable attraction simmering between them. Piper doesn't want any distractions, especially feelings for a man who sails off into the sunset for weeks at a time. Yet as she reconnects with her past and begins to feel at home in Westport, Piper starts to wonder if the cold, glamorous life she knew is what she truly wants. LA is calling her name, but Brendan--and this town full of memories--may have already caught her heart.",,5.0,1.0,Avon Books,2021-07-13,416.0,0063082357,9780063082359
Down the Rabbit Hole,"j. d. robb, mary blayney, elaine fox, mary kay mccomas, ruth ryan langan","Inspired by the enchanting Lewis Carroll classic, a collection of stories, takes readers to a place rife with the mad, impossible, and the curiouser that is neither here nor there and where things are never quite as they seem.",Fiction,,,Berkley,2015-09-29,434.0,0515155470,9780515155471
The Secret Woman,victoria holt,,Fiction,,,,1971,318.0,0002217384,9780002217385
Ghosts of the Shadow Market,"cassandra clare, sarah rees brennan, maureen johnson, kelly link, robin wasserman","The Shadow Market is a meeting point for faeries, werewolves, warlocks and vampires. There the Downworlders buy and sell magical objects, make dark bargains, and whisper secrets they do not want the Nephilim to know. Through two centuries, however, there has been a frequent visitor to the Shadow Market from the City of Bones, the very heart of the Shadowhunters. As a Silent Brother, Brother Zachariah is sworn keeper of the laws and lore of the Nephilim. But once he was a Shadowhunter called Jem Carstairs, and his love, then and always, is the warlock Tessa Gray. Follow Brother Zachariah and see, against the backdrop of the Shadow Market's dark dealing and festival, Anna Lightwood's doomed romance, Matthew Fairchild's great sin and Tessa Gray plunged into a world war. Valentine Morgenstern buys a soul at the Market and a young Jace Wayland's soul finds safe harbor. In the Market is hidden a lost heir and a beloved ghost, and no-one can save you once you have traded away your heart. Not even Brother Zachariah. The series features characters from Cassandra Clare's Mortal Instruments, Infernal Devices, Dark Artifices and the upcoming Last Hours series.",Demonology,,,,2019,616.0,1406389439,9781406389432
The Promise,danielle steel,,Large type books,,,,1978,0.0,,
Being Elizabeth,barbara taylor bradford,"Elizabeth Turner carries the red-gold hair and beautiful English complexion of her Deravnel ancestors. She has also inherited Edward Deravenel's charismatic, fiercely ambitious, personality. Now, at twenty-five, she stands in the position she has dreamed of - inheriting the family business, Deravenels. Over 800 years old, the company is a bastion of male chauvinism,and the challenges Elizabeth faces are immense - and not the least of which is a cousin who believes herself to be the rightful heir. Elizabeth's main ally is her childhood friend, handsome Robert Dunley. Intelligent and charming, he is her match in every way - and there is a spark between them that is impossible to resist. But Robert is married, and their affair flares the flame of scandal, though that is the least of Elizabeth's problems, as she fights for her birthright.",Fiction,,,Center Point,2008,520.0,1602852987,9781602852983
Whirlpool of Passion,emma darcy,,Romance,,,,1987,187.0,0263758664,9780263758665
Chain of Iron,cassandra clare,,Demonology,,,,2021,,1406399450,9781406399455
The Butterfly Picnic,joan aiken,,,,,,1992,407.0,0745116450,9780745116457
Taken by Tuesday,catherine bybee,"Hoping to transition from aspiring architect to famous architect, Judy Gardner moves to LA, staying in the home of her celebrity brother. But it's hard for Judy to focus on work when the sexy bodyguard she fell for last summer keeps showing up in her life and leaving her breathless. Rick Evans could have any woman he wants. But the Marine-turned-bodyguard only has eyes for Judy and her spitfire attitude. When a faceless villain attacks Judy, Rick will stop at nothing to protect the woman who opened his heart from the monster hunting her.--Excerpted from page [4] of cover.",Fiction,,,Weekday Brides,2014,0.0,1477823778,9781477823774
